year,artist_name,artist_id,explicit,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,dim_1,dim_2,hcpc_pca_cluster,hcpc_cluster,k_cluster
1963,Martha Reeves & The Vandellas,1Pe5hlKMCTULjosqZ6KanP,FALSE,Come And Get These Memories - Single Version (Mono),786o2JYufcSlMb6LnFYGJg,0.531,0.802,3,-3.701,1,0.0462,0.355,0,0.409,0.895,126.83,audio_features,spotify:track:786o2JYufcSlMb6LnFYGJg,https://api.spotify.com/v1/tracks/786o2JYufcSlMb6LnFYGJg,https://api.spotify.com/v1/audio-analysis/786o2JYufcSlMb6LnFYGJg,147027,4,2.1735084994572724,-0.1956006456527562,1963_3,1963_1,1963_1
1963,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,FALSE,Bossa Nova Baby - 2003 Sony Remaster,2jQZPaGEGr3xwrOAbfkv66,0.766,0.702,0,-11.179,1,0.0868,0.635,0,0.564,0.96,106.326,audio_features,spotify:track:2jQZPaGEGr3xwrOAbfkv66,https://api.spotify.com/v1/tracks/2jQZPaGEGr3xwrOAbfkv66,https://api.spotify.com/v1/audio-analysis/2jQZPaGEGr3xwrOAbfkv66,122013,4,1.3131261014011975,-1.0050612462244706,1963_3,1963_1,1963_1
1963,Dee Dee Sharp,2NtGOVTuHBMDfR5PMNPBGT,FALSE,Do The Bird,36cFHXj4VzAkYR2APscofi,0.614,0.741,2,-5.027,1,0.0511,0.159,0,0.049,0.907,78.833,audio_features,spotify:track:36cFHXj4VzAkYR2APscofi,https://api.spotify.com/v1/tracks/36cFHXj4VzAkYR2APscofi,https://api.spotify.com/v1/audio-analysis/36cFHXj4VzAkYR2APscofi,132667,4,1.9023408649947804,-1.4405208303681414,1963_3,1963_1,1963_1
1963,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,FALSE,Shut Down - 2003 Digital Remaster,1EhMUZc4oAtepRdcuI6Uni,0.565,0.88,1,-4.028,1,0.0373,0.568,0,0.0896,0.973,158.776,audio_features,spotify:track:1EhMUZc4oAtepRdcuI6Uni,https://api.spotify.com/v1/tracks/1EhMUZc4oAtepRdcuI6Uni,https://api.spotify.com/v1/audio-analysis/1EhMUZc4oAtepRdcuI6Uni,110440,4,2.7826491190028486,-1.6020421407873773,1963_3,1963_1,1963_1
1963,The Chiffons,05sIdEkXAYDbDDdv3T56Oj,FALSE,One Fine Day - Re-Recording,16Wd0AjEJeh4xsMCRQ66VE,0.318,0.414,6,-15.659,1,0.0298,0.262,9.49e-5,0.596,0.891,176.84,audio_features,spotify:track:16Wd0AjEJeh4xsMCRQ66VE,https://api.spotify.com/v1/tracks/16Wd0AjEJeh4xsMCRQ66VE,https://api.spotify.com/v1/audio-analysis/16Wd0AjEJeh4xsMCRQ66VE,135307,4,0.0787263548316704,0.4451643256362937,1963_3,1963_1,1963_1
1963,Bobby Bare,69wzuykaVXlRS5KVygESvd,FALSE,500 Miles Away from Home,71gllRzHoMKgU7b2y0OfM7,0.519,0.374,7,-13.115,1,0.0314,0.659,6.88e-6,0.644,0.512,109.253,audio_features,spotify:track:71gllRzHoMKgU7b2y0OfM7,https://api.spotify.com/v1/tracks/71gllRzHoMKgU7b2y0OfM7,https://api.spotify.com/v1/audio-analysis/71gllRzHoMKgU7b2y0OfM7,162507,4,-1.5111073590862962,0.6016386744892358,1963_1,1963_2,1963_3
1963,Del Shannon,3c8WoNjBfyLJhFObE6RHgs,FALSE,Little Town Flirt,7LYbbyBMdwofFgr00YaphD,0.654,0.675,1,-6.86,1,0.0282,0.101,0,0.516,0.871,123.571,audio_features,spotify:track:7LYbbyBMdwofFgr00YaphD,https://api.spotify.com/v1/tracks/7LYbbyBMdwofFgr00YaphD,https://api.spotify.com/v1/audio-analysis/7LYbbyBMdwofFgr00YaphD,169200,4,1.9854630525394616,0.02229008596441007,1963_3,1963_2,1963_3
1964,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,FALSE,I Want To Hold Your Hand - Remastered,3JueJBdcGQaEAaWqPamsQt,0.492,0.722,7,-6.348,1,0.0395,0.581,4.47e-6,0.354,0.933,130.97,audio_features,spotify:track:3JueJBdcGQaEAaWqPamsQt,https://api.spotify.com/v1/tracks/3JueJBdcGQaEAaWqPamsQt,https://api.spotify.com/v1/audio-analysis/3JueJBdcGQaEAaWqPamsQt,146533,4,1.2153844316636055,-0.25685119068119494,1964_3,1964_1,1964_3
1964,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,FALSE,She Loves You - Remastered,3MbjEDPm5qtuJxiC86PWKy,0.391,0.87,7,-5.939,1,0.0437,0.218,0,0.154,0.928,75.546,audio_features,spotify:track:3MbjEDPm5qtuJxiC86PWKy,https://api.spotify.com/v1/tracks/3MbjEDPm5qtuJxiC86PWKy,https://api.spotify.com/v1/audio-analysis/3MbjEDPm5qtuJxiC86PWKy,141333,4,1.3066884814773556,-1.0918606924323584,1964_3,1964_1,1964_3
1964,Louis Armstrong,19eLuQmk9aCobbVDHc6eek,FALSE,Hello Dolly,5DOLm3au1cscIqBBmfJBFO,0.563,0.326,0,-13.365,1,0.056,0.804,1.6e-6,0.135,0.72,155.075,audio_features,spotify:track:5DOLm3au1cscIqBBmfJBFO,https://api.spotify.com/v1/tracks/5DOLm3au1cscIqBBmfJBFO,https://api.spotify.com/v1/audio-analysis/5DOLm3au1cscIqBBmfJBFO,145840,4,-0.5456210170363568,1.531592497038985,1964_2,1964_1,1964_3
1964,Roy Orbison,0JDkhL4rjiPNEp92jAgJnS,FALSE,"Oh, Pretty Woman",1hzJNnXtVKQ6BVyfDFSk1R,0.693,0.488,6,-14.338,0,0.0346,0.404,4.72e-6,0.0985,0.969,125.34,audio_features,spotify:track:1hzJNnXtVKQ6BVyfDFSk1R,https://api.spotify.com/v1/tracks/1hzJNnXtVKQ6BVyfDFSk1R,https://api.spotify.com/v1/audio-analysis/1hzJNnXtVKQ6BVyfDFSk1R,178787,4,-0.22444628549843937,0.9892875913513705,1964_2,1964_2,1964_1
1964,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,FALSE,I Get Around - 2001 Remastered VersionU.K. Remaster,3xghtFHGhPSXuzDSYH7r2r,0.369,0.703,9,-5.286,0,0.045,0.625,0,0.0959,0.601,145.785,audio_features,spotify:track:3xghtFHGhPSXuzDSYH7r2r,https://api.spotify.com/v1/tracks/3xghtFHGhPSXuzDSYH7r2r,https://api.spotify.com/v1/audio-analysis/3xghtFHGhPSXuzDSYH7r2r,133213,4,0.5422491635355217,-1.5080914943882036,1964_3,1964_1,1964_3
