"","album_year_4dgt","danceability_avg","energy_avg","key_avg","loudness_avg","mode_avg","speechiness_avg","acousticness_avg","instrumentalness_avg","liveness_avg","valence_avg","tempo_avg"
"33",1992,0.532879384057971,0.486105394927536,5.28115942028986,-13.1968811594203,0.724275362318841,0.0736878985507246,0.427474128735507,0.174971241634058,0.213406557971014,0.522473731884058,118.319375724638
"34",1993,0.53686375791696,0.498951650246305,5.15024630541872,-12.4105591133005,0.74384236453202,0.0735910274454609,0.409034414176636,0.145254806048557,0.221219176636172,0.512298311048557,117.662011611541
"35",1994,0.545348609479044,0.50875257826087,5.42185663924794,-12.1871911476694,0.719937328632981,0.0727309048178613,0.396814297144536,0.164734160869565,0.203998824911868,0.5247473168821,117.821725029377
"36",1995,0.526793254262417,0.501545741289844,5.27020014825797,-12.054981097109,0.723128243143069,0.073859414381023,0.406802397120089,0.159634266441809,0.22376823573017,0.497032357301705,117.315423276501
"37",1996,0.543127066569129,0.521540541697147,5.19348939283102,-11.3431832479883,0.719824433065106,0.0776942940746159,0.39217805524872,0.164931330782736,0.212543416239941,0.519798829553767,118.856468910022
"38",1997,0.54369856743536,0.532851858909853,5.25157232704403,-11.0139032145353,0.723619846261356,0.0777055555555556,0.384682021949686,0.1669311457058,0.213080992313068,0.508488127183788,116.890247728861
"39",1998,0.551557809628813,0.545722899669239,5.14590224182286,-10.4245751561926,0.715545755237045,0.0836916942300625,0.364929970080853,0.158494299680265,0.221978794560823,0.505053803748622,117.615201396545
"40",1999,0.55176418079096,0.555483510357815,5.10922787193974,-10.0134003766478,0.71638418079096,0.0846632391713748,0.37303384252354,0.139175471239171,0.217153785310734,0.512772203389831,117.825285122411
"41",2000,0.551670888399413,0.572823577826725,5.23348017621145,-9.71255726872247,0.70704845814978,0.0867171439060206,0.355251836395007,0.144649368718796,0.220498237885463,0.511249706314244,118.09493722467
"42",2001,0.549936323036844,0.575259243021958,5.13807219947897,-9.47838518794194,0.70375883885374,0.0901530703386677,0.356660609505024,0.14215873525121,0.216658057312988,0.50409590621511,116.436385187942
"43",2002,0.543726429101708,0.587272432479584,5.21455085374907,-9.08305308092056,0.702672605790646,0.0886412769116555,0.339706363047513,0.139977085519673,0.23070723830735,0.498649628804751,117.699539717892
"44",2003,0.550260200296736,0.605518697069733,5.22181008902077,-8.76669065281899,0.700296735905044,0.0902081602373887,0.331012730912463,0.129187295456231,0.227372885756677,0.507294510385757,119.94143620178
"45",2004,0.556926992683866,0.582547806700038,5.19522525991529,-8.97844397381594,0.70542934154794,0.0892801694262611,0.355105374177898,0.125524874093184,0.21587481709665,0.500777551020408,117.372129765114
"46",2005,0.552104517304189,0.598063970856102,5.24954462659381,-8.71118943533698,0.698724954462659,0.0911844808743169,0.342433565639344,0.125301585238616,0.221127650273224,0.515606739526412,118.186169034608
"47",2006,0.546832827187274,0.601896894432393,5.25921908893709,-8.75977331887202,0.686912509038322,0.10196428054953,0.339401280914678,0.129709516901663,0.22700018076645,0.499841793203182,119.373838394794
"48",2007,0.547033151326053,0.605359270670827,5.39625585023401,-8.50098322932917,0.6801872074883,0.0897965678627145,0.330931313073323,0.113112278455538,0.22258131825273,0.494048283931357,119.25032449298
"49",2008,0.544459672727273,0.612641261454545,5.29818181818182,-8.30232727272727,0.700727272727273,0.0865156727272727,0.333457911247273,0.134648115978182,0.214949163636364,0.487790949090909,120.671878909091
"50",2009,0.550761469933185,0.613918462138085,5.01373422420193,-8.45717371937639,0.696362286562732,0.0931596510764662,0.329944766948775,0.140722630025984,0.219336228656273,0.495094394951745,120.342286191537
"51",2010,0.546929556650246,0.614192087912088,5.29632436528988,-8.4149208033346,0.690791966654036,0.0941841606669193,0.321111636669193,0.124740685229254,0.223668321333839,0.488486816976127,121.102908298598
"52",2011,0.544069540662651,0.611999698795181,5.27786144578313,-8.48693185240964,0.6875,0.0938448418674699,0.322603931118223,0.139398593953313,0.21924811746988,0.47451344503012,120.938439759036
"53",2012,0.540410553892216,0.605403717178144,5.19236526946108,-8.47766654191617,0.70059880239521,0.0947848053892216,0.326074953581587,0.139905925711078,0.214179715568862,0.461423656437126,120.376926646707
"54",2013,0.550417405289492,0.605881004288778,5.18477483917084,-8.32166404574696,0.686204431736955,0.0901348463187991,0.321528099292352,0.131193573963545,0.207073159399571,0.449716408148678,121.099957112223
"55",2014,0.559352415812592,0.603476280783309,5.19106881405564,-8.29645827232796,0.678257686676427,0.0858758418740849,0.323655328799414,0.124081044443631,0.211860285505124,0.457218960468521,120.551510248902
"56",2015,0.560213486476473,0.596315213264172,5.15301963690256,-8.36632011856243,0.662838088180808,0.0921437569470174,0.321881523445721,0.129021397106336,0.20751852537977,0.432884264542423,119.150858836606
"57",2016,0.571795191215449,0.589352673722075,5.19803104884513,-8.31309541840212,0.655054903445665,0.093925823551685,0.316079132188565,0.130244975039758,0.202554827716774,0.422952063612268,119.118778114351
"58",2017,0.580127555074034,0.590867628855182,5.16973636691947,-8.31987251715421,0.644275911881546,0.101525279884435,0.317698036254966,0.128839669714698,0.198385012639942,0.426853315276273,118.547949801372
"59",2018,0.600889498376038,0.593369584987369,5.19523637675929,-8.19259581378564,0.623240707325875,0.0998252255503428,0.292085801840491,0.123343660313966,0.185787405268856,0.44269747383616,120.812140021653
"60",2019,0.387764956195244,0.302630665957447,4.43554443053817,-23.8961414267835,0.807259073842303,0.0835667083854819,0.745500727083855,0.795023830801001,0.231677972465582,0.364345154067584,112.262162703379
